Molecule Name,Smiles,Euclidean Distance,Permeability Value,Diameter
"TG(17:0/18:4(6Z,9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))[iso6]",CC/C=C\C/C=C\C/C=C\CC=CCCCCC(=O)O[C@@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CCCCCCCCCCCCCCCC,60.180347,8.980572969,16.63
TG(15:0/18:1(9Z)/18:1(9Z))[iso3],CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,60.18778,7.431530952,16.51
"TG(20:4(5Z,8Z,11Z,14Z)/16:0/18:3(9Z,12Z,15Z))[iso6]",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCCCC,60.192703,8.980572969,18.25
"TG(15:0/20:3(8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC,60.203884,8.980572969,22.25
"DG(14:0/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCC,60.204536,7.84521997,31.2
"TG(17:0/18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))[iso6]",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CCCCCCCCCCCCCCCC,60.21335,8.980572969,18.51
TG(18:0/20:1(11Z)/20:1(11Z))[iso3],CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCCCC,60.226906,8.650314063,18.39
TG(16:0/20:1(11Z)/20:1(11Z))[iso3],CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCCCC,60.230076,8.841566741,20.67
TG(14:1(9Z)/14:1(9Z)/21:0)[iso3],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCC,60.286278,7.431530952,16.37
TG(12:0/18:1(9Z)/18:1(9Z))[iso3],CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,60.326653,7.431530952,17.3
TG(12:0/20:1(11Z)/20:1(11Z))[iso3],CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCCCC,60.355648,8.395817876,17.75
"TG(14:1(9Z)/17:0/20:4(5Z,8Z,11Z,14Z)) [iso6]",CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCCCCC,60.453403,7.440286875,19.17
TG(18:0/18:1(9Z)/18:1(9Z))[iso3],CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,60.472523,8.424472064,16.7
"TG(14:1(9Z)/17:0/22:4(7Z,10Z,13Z,16Z))[iso6]",CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCCCCC,60.47535,8.405709267,20.79
"TG(14:1(9Z)/15:0/22:4(7Z,10Z,13Z,16Z)) [iso6]",CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCCC,60.492493,7.440286875,20.03
TG(14:1(9Z)/14:1(9Z)/20:0)[iso3],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCC,60.50699,7.431530952,17.24
"TG(15:0/18:3(9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z))[iso6]",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCC/C=C\C/C=C\CC=CC/C=C\CCCCC)COC(=O)CCCCCCCCCCCCCC,60.548405,8.980572969,18.03
TG(15:0/18:1(9Z)/22:1(13Z)),CCCCCCCC/C=C\CCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,60.563053,8.424472064,21.1
"TG(14:1(9Z)/18:0/22:4(7Z,10Z,13Z,16Z))[iso6]",CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCCCCCC,60.67335,8.980572969,21.41
"TG(17:0/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,60.699905,8.980572969,18.09
"TG(14:0/18:3(6Z,9Z,12Z)/14:1(9Z))",CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCC/C=C\CC=CC/C=C\CCCCC,60.71079,7.440286875,17.41
"TG(12:0/14:1(9Z)/18:3(6Z,9Z,12Z))[iso6]",CCCC/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCC/C=C\CC=CC/C=C\CCCCC)COC(=O)CCCCCCCCCCC,60.71483,7.440286875,19.23
TG(14:1(9Z)/14:1(9Z)/22:0)[iso3],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCC,60.719067,7.431530952,18.05
TG(14:1(9Z)/18:1(9Z)/20:0)[iso6],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,60.77097,8.395817876,15.12
"TG(14:1(9Z)/18:0/18:3(6Z,9Z,12Z))[iso6]",CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCCCCCC,60.783817,7.440286875,18.58
TG(15:0/20:1(11Z)/20:1(11Z)),CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCCCC,60.809917,8.424472064,18.45
TG(14:1(9Z)/18:1(9Z)/19:0)[iso6],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,60.84366,7.431530952,17.75
TG(14:1(9Z)/18:1(9Z)/22:0)[iso6],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,60.902378,8.424472064,22.9
TG(14:1(9Z)/14:1(9Z)/16:0)[iso3],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCC,60.93873,7.431530952,18.72
"TG(17:0/18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCC)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC,60.94204,8.980572969,18.66
"TG(14:0/14:1(9Z)/18:3(6Z,9Z,12Z))",CCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CCCCCCCCCCCCC,60.94347,7.440286875,17.35
"TG(15:0/19:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC=CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCC,60.973766,9.425200522,18.95
DG(18:1(9Z)/16:0/0:0),CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCC,60.996693,7.84521997,37.19
TG(18:1(9Z)/18:1(9Z)/20:0)[iso3],CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,61.032036,8.841566741,20.24
TG(15:0/20:1(11Z)/22:1(13Z)),CCCCCCCC/C=C\CCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCCCC,61.212467,8.650314063,22.49
"TG(13:0/19:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC=CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCC,61.22849,8.980572969,20.28
"TG(14:0/19:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC=CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCC,61.265617,8.980572969,17.66
"TG(13:0/20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC=CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,61.294132,8.980572969,17.22
"TG(14:1(9Z)/16:0/18:3(6Z,9Z,12Z))",CCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCCCC,61.296806,7.440286875,17.67
"TG(14:0/20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC=CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,61.307076,9.425200522,20.56
"TG(13:0/20:5(5Z,8Z,11Z,14Z,17Z)/22:4(7Z,10Z,13Z,16Z))[iso6]",CC/C=C\C/C=C\C/C=C\CC=CC/C=C\CCCC(=O)O[C@@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CCCCCCCCCCCC,61.3427,8.980572969,20.13
"TG(16:0/17:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,61.343063,8.405709267,20.74
"TG(12:0/21:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC=CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCC,61.34426,8.980572969,18.78
"TG(14:0/17:0/20:5(5Z,8Z,11Z,14Z,17Z)) [iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,61.36384,7.440286875,16.95
"TG(14:1(9Z)/20:0/20:4(5Z,8Z,11Z,14Z))[iso6]",CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCC=CC/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,61.461422,8.980572969,16.34
TG(14:1(9Z)/16:1(9Z)/21:0)[iso6],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,61.46811,7.431530952,17.68
DG(16:1(9Z)/18:0/0:0)[iso2],CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCCCC,61.543125,7.84521997,25.06
"TG(12:0/19:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC=CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCC,61.54444,8.405709267,17.14
"TG(12:0/20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC=CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,61.564934,8.980572969,25.15
TG(15:0/o-18:0/14:1(9Z)),CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCC)OCCCCCCCCCCCCCCCCCC,61.5709,6.618607789,20.18
TG(14:1(9Z)/14:1(9Z)/18:0)[iso3],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCC,61.579678,7.431530952,21.95
TG(15:0/o-18:0/18:1(9Z)),CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCC)OCCCCCCCCCCCCCCCCCC,61.609344,6.618607789,19.66
TG(18:1(9Z)/15:0/o-18:0),CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](COCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCC,61.669365,7.414897531,16.46
"TG(14:1(9Z)/14:0/18:3(6Z,9Z,12Z))",CCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCC,61.696056,7.440286875,15.72
TG(14:1(9Z)/16:1(9Z)/20:0)[iso6],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,61.707867,7.431530952,17.83
"TG(17:0/18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z))[iso3]",CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCC)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC,61.771748,8.405709267,17.19
DG(20:1(11Z)/22:0/0:0)[iso2],CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCCCCCCCC,61.77303,7.84521997,34.58
"TG(15:0/18:4(6Z,9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z))[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CCCCCCCCCCCCCC,61.79307,8.980572969,16.85
DG(20:1(11Z)/21:0/0:0)[iso2],CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCCCCCCC,61.804474,7.84521997,29.07
"TG(17:0/18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z))[iso6]",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCC)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC,61.83976,8.405709267,15.76
"TG(18:2(9Z,12Z)/18:2(9Z,12Z)/18:3(6Z,9Z,12Z))[iso3]",CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,61.879665,8.980572969,18.18
TG(14:1(9Z)/16:1(9Z)/22:0)[iso6],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,61.903748,8.395817876,16.1
TG(14:1(9Z)/16:1(9Z)/19:0)[iso6],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,61.92663,7.431530952,19.35
"TG(18:2(9Z,12Z)/18:2(9Z,12Z)/18:3(9Z,12Z,15Z))[iso3]",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,61.951702,8.980572969,19.06
DG(18:1(11E)/16:0/0:0),CCCCCC/C=C/CCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCC,61.958252,7.84521997,27.13
"TG(18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z)/20:0)[iso3]",CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC,62.025208,9.425200522,17.41
"TG(14:1(9Z)/18:3(6Z,9Z,12Z)/21:0)[iso6]",CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCCC)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC,62.09331,8.405709267,19.31
"TG(14:1(9Z)/18:3(6Z,9Z,12Z)/22:0)[iso6]",CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC,62.130745,8.434397727,23.01
"TG(18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z)/19:0)[iso3]",CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCC)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC,62.14494,8.980572969,18.76
"TG(17:0/18:4(6Z,9Z,12Z,15Z)/20:3(8Z,11Z,14Z))[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CCCCCCCCCCCCCCCC,62.2343,8.980572969,17.52
"TG(14:1(9Z)/17:0/20:3(8Z,11Z,14Z))[iso6]",CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCCCCC,62.23532,7.440286875,15.49
"TG(17:0/18:3(6Z,9Z,12Z)/20:3(8Z,11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCC)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC,62.25102,8.980572969,17.28
"TG(14:1(9Z)/18:3(6Z,9Z,12Z)/19:0)[iso6]",CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCC)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC,62.290924,7.440286875,20.63
"TG(14:1(9Z)/18:3(6Z,9Z,12Z)/20:0)[iso6]",CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC,62.31125,8.405709267,19.29
"TG(16:0/18:3(6Z,9Z,12Z)/20:3(8Z,11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC,62.330997,8.980572969,21.18
"TG(16:0/18:3(6Z,9Z,12Z)/14:1(9Z))",CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC,62.33137,7.440286875,15.65
"TG(14:1(9Z)/20:0/20:3(8Z,11Z,14Z))[iso6]",CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,62.33727,8.434397727,16.84
"TG(14:1(9Z)/18:0/20:3(8Z,11Z,14Z))[iso6]",CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCCCCCC,62.398132,8.405709267,16.74
"TG(15:0/20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC,62.414986,8.980572969,16.42
"TG(14:1(9Z)/19:0/20:3(8Z,11Z,14Z))[iso6]",CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCCCCCCC,62.452988,8.405709267,20.67
"TG(15:0/18:3(6Z,9Z,12Z)/20:3(8Z,11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC,62.476223,8.405709267,16.65
DG(14:1(9Z)/18:0/0:0)[iso2],CCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCCCC,62.54472,7.96405822,30.23
"TG(14:1(9Z)/16:0/20:3(8Z,11Z,14Z))[iso6]",CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCCCC,62.568596,7.440286875,16.87
DG(14:1(9Z)/20:0/0:0)[iso2],CCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCCCCCC,62.601562,7.84521997,29.86
"TG(15:0/18:3(6Z,9Z,12Z)/22:4(7Z,10Z,13Z,16Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC,62.65649,8.980572969,17.47
"TG(18:2(9Z,12Z)/16:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCCCC,62.70505,8.980572969,18.28
"TG(18:0/18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z))[iso6]",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCC/C=C\C/C=C\CC=CCCCCC,62.74508,8.980572969,17.32
TG(15:0/14:1(9Z)/o-18:0),CCCC/C=C\CCCCCCCC(=O)O[C@H](COCCCCCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCC,62.816616,7.414897531,19.21
"TG(14:1(9Z)/18:2(9Z,12Z)/21:0)[iso6]",CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,62.886593,7.503015548,19.82
TG(15:0/24:1(15Z)/18:1(9Z)),CCCCCCCC/C=C\CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCCC,62.92235,8.650314063,18.44
"TG(13:0/19:0/22:5(7Z,10Z,13Z,16Z,19Z))",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCC,62.98706,8.980572969,20.26
"TG(13:0/18:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,62.996056,8.405709267,17.73
"TG(14:1(9Z)/18:2(9Z,12Z)/22:0)[iso6]",CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,63.02101,7.528623194,21.26
"TG(14:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/21:0)[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCC)COC(=O)CCCCCCCCCCCCCCCCCCCC,63.028774,8.980572969,23.06
"TG(14:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:0)[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCC)COC(=O)CCCCCCCCCCCCCCCCCCCCC,63.04954,9.425200522,21.09
"TG(14:1(9Z)/18:2(9Z,12Z)/20:0)[iso6]",CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,63.10372,7.503015548,19.11
TG(15:0/24:1(15Z)/22:1(13Z)),CCCCCCCC/C=C\CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCCC,63.12289,8.280465752,16.75
"TG(14:1(9Z)/18:2(9Z,12Z)/19:0)[iso6]",CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,63.143917,6.64127022,16.7
TG(18:1(9Z)/15:0/24:1(15Z)),CCCCCCCC/C=C\CCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCCC,63.233658,8.650314063,18.6
"TG(14:1(9Z)/16:0/18:2(9Z,12Z))[iso6]",CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCCCC,63.266594,6.64127022,16.37
