Molecule Name,Smiles,Euclidean Distance,Permeability Value,Diameter
"TG(13:0/20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,63.28911,8.980572969,17.83
"TG(17:0/18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z))[iso3]",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC,63.357002,8.405709267,21.72
"TG(18:0/18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z))[iso3]",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC,63.40397,8.980572969,16.91
"TG(14:1(9Z)/18:0/18:2(9Z,12Z))[iso6]",CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCCCCCC,63.432766,6.64127022,17.51
"TG(13:0/20:5(5Z,8Z,11Z,14Z,17Z)/21:0)[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCCC,63.528923,8.980572969,17.17
TG(15:0/22:1(13Z)/18:1(9Z)),CCCCCCCC/C=C\CCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCCC,63.558594,8.424472064,19.96
"TG(15:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso3]",CCCCCC=CC/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,63.569103,8.980572969,17.79
"TG(15:0/18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,63.600494,8.980572969,18.29
"TG(14:1(9Z)/17:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCC)OC(=O)CCCCCCCCCCCCCCCC,63.621063,8.405709267,18.22
TG(22:1(13Z)/15:0/24:1(15Z)),CCCCCCCC/C=C\CCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCCC,63.802784,8.280465752,19.64
TG(14:1(9Z)/17:0/19:0)[iso6],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,63.818714,7.431530952,22.67
"TG(15:0/18:3(9Z,12Z,15Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]",CC/C=C\C/C=C\CC=CC/C=C\C/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC,63.824814,8.980572969,18.18
"TG(17:0/18:3(9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]",CCC=CC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC,63.85402,8.980572969,17.24
"TG(14:0/18:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,63.881027,8.980572969,15.92
"TG(14:0/15:0/22:5(7Z,10Z,13Z,16Z,19Z)) [iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCC,63.936314,7.440286875,18.57
"TG(13:0/20:3(8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]",CC/C=C\CC=CC/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC,63.952656,8.980572969,17.8
"TG(14:1(9Z)/18:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCC)OC(=O)CCCCCCCCCCCCCCCCC,63.979664,8.980572969,24.44
"TG(14:1(9Z)/19:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCC)OC(=O)CCCCCCCCCCCCCCCCCC,63.983166,8.980572969,19.0
"TG(16:1(9Z)/14:1(9Z)/18:2(9Z,12Z))",CCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCCCCCC/C=C\CCCCCC,63.999886,7.440286875,18.26
TG(18:1(9Z)/20:0/20:1(11Z))[iso6],CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,64.014175,8.650314063,23.24
"TG(14:1(9Z)/18:1(9Z)/18:2(9Z,12Z))[iso6]",CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,64.06839,7.440286875,19.81
"TG(14:1(9Z)/14:1(9Z)/18:2(9Z,12Z))",CCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCC/C=C\CCCC,64.074974,7.440286875,20.03
TG(14:1(9Z)/18:0/19:0)[iso6],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,64.10811,7.431530952,19.0
TG(18:1(9Z)/15:0/22:1(13Z)),CCCCCCCC/C=C\CCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCCC,64.177895,8.424472064,18.03
"TG(16:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,64.18891,8.980572969,17.4
"TG(14:1(9Z)/17:0/20:2(11Z,14Z))[iso6]",CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCCCCC,64.19989,6.64127022,16.15
TG(14:1(9Z)/16:0/19:0)[iso6],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,64.2004,7.431530952,20.71
"TG(12:0/20:5(5Z,8Z,11Z,14Z,17Z)/21:0)[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCCC,64.205635,8.405709267,18.57
"TG(14:1(9Z)/20:0/20:2(11Z,14Z))[iso6]",CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,64.236206,7.528623194,21.1
"TG(14:1(9Z)/16:0/20:2(11Z,14Z))[iso6]",CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCCCC,64.25236,6.64127022,16.61
TG(14:0/14:1(9Z)/16:0),CCCC/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC,64.27564,7.431530952,17.71
"TG(18:1(9Z)/16:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,64.288666,8.980572969,14.96
TG(14:0/14:1(9Z)/15:0),CCCC/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCC,64.31908,8.854842186,18.49
"TG(12:0/20:5(5Z,8Z,11Z,14Z,17Z)/22:0)[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCCCC,64.3351,8.980572969,15.74
TG(14:1(9Z)/16:0/21:0)[iso6],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,64.36067,7.431530952,18.42
"TG(14:1(9Z)/18:0/20:2(11Z,14Z))[iso6]",CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCCCCCC,64.36247,7.503015548,17.8
"TG(17:0/18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z))[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,64.41772,8.405709267,20.45
TG(14:1(9Z)/15:0/21:0)[iso6],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCC,64.45491,7.431530952,19.76
TG(14:1(9Z)/17:0/20:0)[iso6],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,64.49616,7.431530952,17.98
"TG(14:1(9Z)/19:0/20:2(11Z,14Z))[iso6]",CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCCCCCCC,64.49685,7.503015548,17.21
"TG(17:0/18:2(9Z,12Z)/18:3(9Z,12Z,15Z))[iso6]",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,64.56678,8.405709267,20.03
TG(15:0/22:1(13Z)/20:1(11Z)),CCCCCCCC/C=C\CCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCCC,64.57449,8.650314063,17.6
"TG(14:0/14:1(9Z)/20:2(11Z,14Z))[iso6]",CCCC/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCCCCCCCCCCCC,64.637825,6.64127022,25.0
TG(15:0/14:1(9Z)/22:0),CCCC/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCCCC,64.6468,7.431530952,18.26
"TG(16:0/18:2(9Z,12Z)/18:3(9Z,12Z,15Z))[iso6]",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,64.68301,8.405709267,18.96
TG(15:0/14:1(9Z)/18:0),CCCC/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCC,64.706696,7.431530952,18.75
"TG(12:0/18:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,64.70956,8.405709267,16.48
"TG(15:0/18:2(9Z,12Z)/18:3(9Z,12Z,15Z)) [iso6]",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,64.71264,7.440286875,15.26
"TG(16:1(9Z)/17:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCCCCCCCCCCC,64.72008,8.980572969,18.98
"TG(12:0/19:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCC,64.738365,8.405709267,18.92
"TG(18:0/18:2(9Z,12Z)/18:3(9Z,12Z,15Z))[iso6]",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,64.783806,8.980572969,16.49
"TG(12:0/20:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,64.83027,8.980572969,21.22
TG(14:1(9Z)/15:0/20:0)[iso6],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCC,64.83782,7.431530952,15.44
TG(15:0/15:0/14:1(9Z)),CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCC,64.8774,7.431530952,18.5
"TG(16:1(9Z)/18:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,64.90545,9.425200522,23.87
TG(14:1(9Z)/17:0/18:0)[iso6],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,64.93685,7.431530952,18.31
"TG(15:0/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,64.948814,8.405709267,21.0
TG(14:1(9Z)/16:0/20:0)[iso6],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,64.97088,7.431530952,17.8
TG(15:0/20:0/14:1(9Z))[iso6],CCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,64.988045,7.431530952,21.67
"TG(16:0/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,65.02855,8.980572969,15.4
TG(15:0/18:0/14:1(9Z)),CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,65.04142,7.431530952,20.54
TG(22:0/15:0/14:1(9Z)),CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCC,65.05057,7.431530952,19.86
TG(18:1(9Z)/18:1(9Z)/22:1(13Z))[iso3],CCCCCCCC/C=C\CCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,65.07032,7.730449736,24.82
TG(18:1(9Z)/20:1(11Z)/20:1(11Z))[iso3],CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCCCC,65.113014,7.730449736,19.25
"TG(14:1(9Z)/18:1(9Z)/20:3(8Z,11Z,14Z))[iso6]",CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,65.14106,8.405709267,20.19
TG(14:1(9Z)/18:0/18:0)[iso3],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,65.15968,7.431530952,17.66
"TG(18:0/18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z))[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,65.17138,8.980572969,16.86
TG(15:0/22:0/14:1(9Z)),CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC,65.17849,7.431530952,17.77
TG(18:0/15:0/14:1(9Z)),CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCC,65.183334,7.431530952,16.38
"TG(14:1(9Z)/16:1(9Z)/18:2(9Z,12Z))",CCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,65.184135,7.440286875,19.03
"TG(17:0/17:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso3]",CC/C=C\C/C=C\C/C=C\CC=CC/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,65.198235,8.980572969,15.83
"TG(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z)/20:0)[iso3]",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC,65.23524,9.425200522,16.01
TG(14:1(9Z)/14:1(9Z)/16:1(9Z)),CCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCC/C=C\CCCC,65.23527,6.64127022,17.16
"TG(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z)/19:0)[iso3]",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC,65.275505,8.980572969,17.87
"TG(15:0/20:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCCCC,65.316475,8.980572969,17.75
"TG(14:1(9Z)/16:1(9Z)/20:2(11Z,14Z))[iso6]",CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,65.33768,7.440286875,17.14
"TG(16:0/20:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCCCC,65.35051,9.425200522,19.19
"TG(14:1(9Z)/18:1(9Z)/20:2(11Z,14Z))[iso6]",CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,65.36965,8.405709267,17.97
TG(14:1(9Z)/18:1(9Z)/18:1(9Z))[iso3],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,65.36978,6.64127022,19.33
"TG(17:0/18:2(9Z,12Z)/18:3(6Z,9Z,12Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,65.38579,8.405709267,19.42
"TG(16:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,65.426636,8.980572969,18.98
TG(14:0/22:1(13Z)/15:0),CCCCCCCC/C=C\CCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCC,65.44076,7.431530952,15.81
TG(14:0/14:1(9Z)/18:1(9Z))[iso6],CCCC/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCC,65.44728,7.431530952,16.44
"TG(16:0/18:2(9Z,12Z)/18:3(6Z,9Z,12Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,65.461845,8.405709267,21.89
"TG(18:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,65.499084,9.425200522,17.48
TG(14:0/18:1(9Z)/15:0),CCCCCCCC/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCC,65.533905,7.431530952,18.01
TG(14:1(9Z)/16:1(9Z)/18:1(9Z))[iso6],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,65.53577,6.64127022,15.19
TG(13:0/14:1(9Z)/17:0)[iso6],CCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCC,65.54562,7.431530952,23.98
"TG(15:0/18:2(9Z,12Z)/18:3(6Z,9Z,12Z)) [iso6]",CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,65.55639,7.440286875,18.95
TG(14:0/15:0/14:1(9Z)),CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCC,65.59764,8.854842186,19.24
TG(15:0/20:1(11Z)/14:0)[iso6],CCCCCCCC/C=C\CCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCC,65.62754,7.431530952,18.93
"TG(18:0/18:2(9Z,12Z)/18:3(6Z,9Z,12Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,65.64011,8.980572969,19.74
TG(13:0/14:1(9Z)/22:0)[iso6],CCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCCCC,65.640884,7.431530952,14.87
TG(12:0/14:1(9Z)/18:1(9Z))[iso6],CCCC/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCC,65.65252,7.431530952,17.86
"TG(14:1(9Z)/20:1(11Z)/20:2(11Z,14Z))[iso6]",CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCCCC,65.6537,8.434397727,14.85
TG(14:1(9Z)/17:0/18:1(9Z))[iso6],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,65.685425,7.431530952,21.19
TG(15:0/14:0/14:1(9Z)),CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC,65.685875,8.854842186,18.23
"TG(13:0/20:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCCCC,65.71633,8.405709267,27.94
"TG(14:0/20:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCCCC,65.74367,8.980572969,19.04
TG(15:0/16:1(9Z)/24:1(15Z)),CCCCCC/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC,65.74897,8.424472064,16.32
TG(16:0/14:0/14:1(9Z)),CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC,65.81181,7.431530952,14.96
